Accession,description,Group,concentration,Method,Alternative,P value,Log2FC
5217,Q16643,Drebrin [OS=Homo sapiens],Glucose,10,Welch Two Sample t-test,two.sided,0.075715954,0.374831988
5218,Q16643,Drebrin [OS=Homo sapiens],Glucose,100,Welch Two Sample t-test,two.sided,0.279073681,0.124581311
5219,Q16643,Drebrin [OS=Homo sapiens],Glucose,1000,Welch Two Sample t-test,two.sided,0.674341918,-0.059692435
5220,Q16643,Drebrin [OS=Homo sapiens],IMP,10,Welch Two Sample t-test,two.sided,0.0037576,-1.012239158
5221,Q16643,Drebrin [OS=Homo sapiens],IMP,100,Welch Two Sample t-test,two.sided,0.016904072,-0.564554279
5222,Q16643,Drebrin [OS=Homo sapiens],IMP,1000,Welch Two Sample t-test,two.sided,0.451865278,0.225769912
5223,Q16643,Drebrin [OS=Homo sapiens],PtdIns,10,Welch Two Sample t-test,two.sided,0.50343055,0.191757146
5224,Q16643,Drebrin [OS=Homo sapiens],PtdIns,1000,Welch Two Sample t-test,two.sided,0.004923099,-3.025568
5225,Q16643,Drebrin [OS=Homo sapiens],Sauce 1,10,Welch Two Sample t-test,two.sided,0.033335932,-0.629837134
5226,Q16643,Drebrin [OS=Homo sapiens],Sauce 1,100,Welch Two Sample t-test,two.sided,0.002632186,-1.596735117
5227,Q16643,Drebrin [OS=Homo sapiens],Sauce 1,1000,Welch Two Sample t-test,two.sided,0.879673731,-0.027204283
5228,Q16643,Drebrin [OS=Homo sapiens],Sauce 2,10,Welch Two Sample t-test,two.sided,0.001228768,-2.055641657
5229,Q16643,Drebrin [OS=Homo sapiens],Sauce 2,100,Welch Two Sample t-test,two.sided,0.00950822,-0.721416347
5230,Q16643,Drebrin [OS=Homo sapiens],Sauce 2,1000,Welch Two Sample t-test,two.sided,0.006883068,-1.323206875
5231,Q16643,Drebrin [OS=Homo sapiens],Triglyceride,10,Welch Two Sample t-test,two.sided,0.047549332,0.316160176
5232,Q16643,Drebrin [OS=Homo sapiens],Triglyceride,100,Welch Two Sample t-test,two.sided,0.110574408,-0.244778017
5233,Q16643,Drebrin [OS=Homo sapiens],Triglyceride,1000,Welch Two Sample t-test,two.sided,0.161680863,-0.205122986
5234,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],PE,10,Welch Two Sample t-test,two.sided,0.015968131,0.906469596
5235,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],PE,100,Welch Two Sample t-test,two.sided,0.008067674,0.917567511
5236,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],PE,1000,Welch Two Sample t-test,two.sided,0.040661509,0.678226549
5237,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],B-complex,10,Welch Two Sample t-test,two.sided,0.005788652,-0.539459657
5238,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],B-complex,100,Welch Two Sample t-test,two.sided,0.015175491,-0.517981975
5239,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],B-complex,1000,Welch Two Sample t-test,two.sided,5.57E-05,-0.866647643
5240,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],PtdChos,10,Welch Two Sample t-test,two.sided,0.001213298,1.097222165
5241,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],PtdChos,1000,Welch Two Sample t-test,two.sided,0.006859252,2.35710816
5242,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],Diglycerol,10,Welch Two Sample t-test,two.sided,0.002118798,-2.089539386
5243,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],Diglycerol,100,Welch Two Sample t-test,two.sided,0.020241344,0.453488444
5244,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],Diglycerol,1000,Welch Two Sample t-test,two.sided,0.002377504,0.789063366
5245,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],Glucose,10,Welch Two Sample t-test,two.sided,0.019857185,-0.54418842
5246,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],Glucose,100,Welch Two Sample t-test,two.sided,0.935739438,-0.005785242
5247,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],Glucose,1000,Welch Two Sample t-test,two.sided,0.084871479,0.759832009
5248,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],IMP,10,Welch Two Sample t-test,two.sided,0.003862284,0.580999727
5249,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],IMP,100,Welch Two Sample t-test,two.sided,0.000397219,0.888468118
5250,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],IMP,1000,Welch Two Sample t-test,two.sided,0.138357123,-0.31370243
5251,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],PtdIns,10,Welch Two Sample t-test,two.sided,1.41E-06,-2.948118998
5252,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],PtdIns,100,Welch Two Sample t-test,two.sided,1.45E-06,-2.773105688
5253,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],Sauce 1,10,Welch Two Sample t-test,two.sided,0.03909402,1.125320318
5254,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],Sauce 2,10,Welch Two Sample t-test,two.sided,0.000622532,1.531957809
5255,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],Sauce 2,100,Welch Two Sample t-test,two.sided,0.0022751,0.66746112
5256,Q6UY14,ADAMTS-like protein 4 [OS=Homo sapiens],Triglyceride,10,Welch Two Sample t-test,two.sided,0.143609179,0.324247588
5257,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],PE,10,Welch Two Sample t-test,two.sided,0.003111149,-0.739153927
5258,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],PE,100,Welch Two Sample t-test,two.sided,0.003146184,-0.641943134
5259,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],PE,1000,Welch Two Sample t-test,two.sided,0.001331176,-1.306771322
5260,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],B-complex,10,Welch Two Sample t-test,two.sided,0.000125123,-1.285457926
5261,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],B-complex,100,Welch Two Sample t-test,two.sided,0.000140111,-1.372674718
5262,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],B-complex,1000,Welch Two Sample t-test,two.sided,0.000482446,-1.242462752
5263,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],PtdChos,10,Welch Two Sample t-test,two.sided,0.000985561,-1.221605933
5264,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],PtdChos,1000,Welch Two Sample t-test,two.sided,0.000931221,-0.603334141
5265,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],Diglycerol,10,Welch Two Sample t-test,two.sided,0.412761414,-0.091260985
5266,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],Diglycerol,100,Welch Two Sample t-test,two.sided,0.007066887,-0.463650442
5267,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],Diglycerol,1000,Welch Two Sample t-test,two.sided,0.015739176,-0.629955517
5268,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],Glucose,10,Welch Two Sample t-test,two.sided,0.001282588,-0.458572995
5269,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],Glucose,100,Welch Two Sample t-test,two.sided,0.002363039,-0.498261386
5270,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],Glucose,1000,Welch Two Sample t-test,two.sided,0.002272225,-0.703665173
5271,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],IMP,10,Welch Two Sample t-test,two.sided,0.001876604,-0.824211898
5272,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],IMP,100,Welch Two Sample t-test,two.sided,0.002331145,-0.45445105
5273,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],IMP,1000,Welch Two Sample t-test,two.sided,0.003976331,-0.65065382
5274,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],PtdIns,10,Welch Two Sample t-test,two.sided,0.000310909,-1.308304581
5275,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],PtdIns,100,Welch Two Sample t-test,two.sided,0.0011893,-1.287278193
5276,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],PtdIns,1000,Welch Two Sample t-test,two.sided,7.65E-05,-1.927760314
5277,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],Sauce 1,10,Welch Two Sample t-test,two.sided,0.000351712,-1.011978467
5278,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],Sauce 1,100,Welch Two Sample t-test,two.sided,0.000186676,-1.049658481
5279,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],Sauce 1,1000,Welch Two Sample t-test,two.sided,0.000309506,-0.887460301
5280,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],Sauce 2,10,Welch Two Sample t-test,two.sided,0.000154852,-1.205623003
5281,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],Sauce 2,100,Welch Two Sample t-test,two.sided,6.91E-05,-1.305262325
5282,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],Sauce 2,1000,Welch Two Sample t-test,two.sided,0.001367615,-1.159164306
5283,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],Triglyceride,10,Welch Two Sample t-test,two.sided,0.007067062,-0.442805071
5284,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],Triglyceride,100,Welch Two Sample t-test,two.sided,0.002864891,-0.485229128
5285,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [OS=Homo sapiens],Triglyceride,1000,Welch Two Sample t-test,two.sided,0.001847618,-0.473979908
5286,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],PE,10,Welch Two Sample t-test,two.sided,4.73E-07,-1.490353925
5287,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],PE,100,Welch Two Sample t-test,two.sided,2.49E-06,-1.176602093
5288,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],PE,1000,Welch Two Sample t-test,two.sided,1.87E-07,-2.311714718
5289,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],B-complex,10,Welch Two Sample t-test,two.sided,2.71E-06,-1.816739813
5290,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],B-complex,100,Welch Two Sample t-test,two.sided,3.07E-07,-2.23944638
5291,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],B-complex,1000,Welch Two Sample t-test,two.sided,9.77E-07,-2.161831631
5292,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],PtdChos,10,Welch Two Sample t-test,two.sided,9.19E-07,-1.332995266
5293,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],PtdChos,1000,Welch Two Sample t-test,two.sided,0.000131362,-1.074829301
5294,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],Diglycerol,10,Welch Two Sample t-test,two.sided,0.000642845,0.993631651
5295,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],Diglycerol,100,Welch Two Sample t-test,two.sided,0.448759353,0.020208846
5296,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],Diglycerol,1000,Welch Two Sample t-test,two.sided,0.032739602,-0.221134065
5297,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],Glucose,10,Welch Two Sample t-test,two.sided,0.000224317,0.383356831
5298,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],Glucose,100,Welch Two Sample t-test,two.sided,0.159410285,-0.059643211
5299,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],Glucose,1000,Welch Two Sample t-test,two.sided,0.001760844,0.401097622
5300,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],IMP,10,Welch Two Sample t-test,two.sided,0.000384127,-1.11949067
5301,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],IMP,100,Welch Two Sample t-test,two.sided,6.20E-06,-0.646470207
5302,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],IMP,1000,Welch Two Sample t-test,two.sided,4.62E-06,-1.008907983
5303,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],PtdIns,10,Welch Two Sample t-test,two.sided,1.96E-05,-2.078652956
5304,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],PtdIns,100,Welch Two Sample t-test,two.sided,6.95E-06,-1.773787515
5305,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],PtdIns,1000,Welch Two Sample t-test,two.sided,0.000150435,-1.500433964
5306,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],Sauce 1,10,Welch Two Sample t-test,two.sided,5.51E-05,-1.904958942
5307,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],Sauce 1,100,Welch Two Sample t-test,two.sided,0.000201691,-0.631680926
5308,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],Sauce 1,1000,Welch Two Sample t-test,two.sided,0.027862773,0.256839506
5309,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],Sauce 2,10,Welch Two Sample t-test,two.sided,7.84E-06,-3.776018399
5310,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],Sauce 2,100,Welch Two Sample t-test,two.sided,9.40E-07,-2.687679796
5311,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],Sauce 2,1000,Welch Two Sample t-test,two.sided,5.78E-05,-2.775369091
5312,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],Triglyceride,10,Welch Two Sample t-test,two.sided,0.191436786,-0.086595221
5313,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],Triglyceride,100,Welch Two Sample t-test,two.sided,6.25E-05,-0.329025656
5314,P30101,Protein disulfide-isomerase A3 [OS=Homo sapiens],Triglyceride,1000,Welch Two Sample t-test,two.sided,0.042066052,0.134826455
5315,P61158,Actin-related protein 3 [OS=Homo sapiens],PE,10,Welch Two Sample t-test,two.sided,0.037598615,0.251344501
5316,P61158,Actin-related protein 3 [OS=Homo sapiens],PE,100,Welch Two Sample t-test,two.sided,0.347791558,0.081509474
5317,P61158,Actin-related protein 3 [OS=Homo sapiens],PE,1000,Welch Two Sample t-test,two.sided,0.003888646,-0.719026934
5318,P61158,Actin-related protein 3 [OS=Homo sapiens],B-complex,10,Welch Two Sample t-test,two.sided,0.002726975,-1.740893747
5319,P61158,Actin-related protein 3 [OS=Homo sapiens],B-complex,100,Welch Two Sample t-test,two.sided,0.039155572,-0.298549191
5320,P61158,Actin-related protein 3 [OS=Homo sapiens],B-complex,1000,Welch Two Sample t-test,two.sided,0.358372171,0.201486555
5321,P61158,Actin-related protein 3 [OS=Homo sapiens],PtdChos,10,Welch Two Sample t-test,two.sided,0.00371779,-1.201919397
5322,P61158,Actin-related protein 3 [OS=Homo sapiens],PtdChos,1000,Welch Two Sample t-test,two.sided,0.004292932,-1.45572451
5323,P61158,Actin-related protein 3 [OS=Homo sapiens],Diglycerol,10,Welch Two Sample t-test,two.sided,0.000976441,1.052988691
5324,P61158,Actin-related protein 3 [OS=Homo sapiens],Diglycerol,100,Welch Two Sample t-test,two.sided,0.018256557,0.356492083
5325,P61158,Actin-related protein 3 [OS=Homo sapiens],Diglycerol,1000,Welch Two Sample t-test,two.sided,0.744679446,0.065285607
5326,P61158,Actin-related protein 3 [OS=Homo sapiens],Glucose,10,Welch Two Sample t-test,two.sided,0.001329975,1.206153504
5327,P61158,Actin-related protein 3 [OS=Homo sapiens],Glucose,100,Welch Two Sample t-test,two.sided,0.017343979,0.756074366
5328,P61158,Actin-related protein 3 [OS=Homo sapiens],Glucose,1000,Welch Two Sample t-test,two.sided,0.000258697,1.091633534
5329,P61158,Actin-related protein 3 [OS=Homo sapiens],IMP,10,Welch Two Sample t-test,two.sided,0.067951857,0.694618837
5330,P61158,Actin-related protein 3 [OS=Homo sapiens],IMP,100,Welch Two Sample t-test,two.sided,0.003729701,0.510286901
5331,P61158,Actin-related protein 3 [OS=Homo sapiens],IMP,1000,Welch Two Sample t-test,two.sided,0.826605096,0.048450889
5332,P61158,Actin-related protein 3 [OS=Homo sapiens],PtdIns,10,Welch Two Sample t-test,two.sided,0.005944205,-1.279126032
5333,P61158,Actin-related protein 3 [OS=Homo sapiens],PtdIns,100,Welch Two Sample t-test,two.sided,0.05431608,-0.283593646
5334,P61158,Actin-related protein 3 [OS=Homo sapiens],PtdIns,1000,Welch Two Sample t-test,two.sided,0.003216506,-1.492293491
5335,P61158,Actin-related protein 3 [OS=Homo sapiens],Sauce 1,10,Welch Two Sample t-test,two.sided,0.004396261,-0.760545174
5336,P61158,Actin-related protein 3 [OS=Homo sapiens],Sauce 1,100,Welch Two Sample t-test,two.sided,0.101200822,0.170820701
5337,P61158,Actin-related protein 3 [OS=Homo sapiens],Sauce 1,1000,Welch Two Sample t-test,two.sided,0.003236766,0.970306237
5338,P61158,Actin-related protein 3 [OS=Homo sapiens],Sauce 2,10,Welch Two Sample t-test,two.sided,0.03438349,-0.320684806
5339,P61158,Actin-related protein 3 [OS=Homo sapiens],Sauce 2,100,Welch Two Sample t-test,two.sided,0.838157708,0.036765515
5340,P61158,Actin-related protein 3 [OS=Homo sapiens],Sauce 2,1000,Welch Two Sample t-test,two.sided,0.157218517,-0.88182954
5341,P61158,Actin-related protein 3 [OS=Homo sapiens],Triglyceride,10,Welch Two Sample t-test,two.sided,0.026191867,-0.443935673
5342,P61158,Actin-related protein 3 [OS=Homo sapiens],Triglyceride,100,Welch Two Sample t-test,two.sided,0.062708521,-0.24245497
5343,P61158,Actin-related protein 3 [OS=Homo sapiens],Triglyceride,1000,Welch Two Sample t-test,two.sided,0.116913874,0.358341214
5344,P18206,Vinculin [OS=Homo sapiens],PE,10,Welch Two Sample t-test,two.sided,0.003501504,-1.814603345
5345,P18206,Vinculin [OS=Homo sapiens],PE,100,Welch Two Sample t-test,two.sided,0.009441727,-0.836475765
5346,P18206,Vinculin [OS=Homo sapiens],PE,1000,Welch Two Sample t-test,two.sided,0.006610906,-1.030677636
5347,P18206,Vinculin [OS=Homo sapiens],B-complex,10,Welch Two Sample t-test,two.sided,0.00633408,-0.817502126
5348,P18206,Vinculin [OS=Homo sapiens],B-complex,100,Welch Two Sample t-test,two.sided,0.002905249,-1.441926682
5349,P18206,Vinculin [OS=Homo sapiens],B-complex,1000,Welch Two Sample t-test,two.sided,0.004728054,-1.32262847
5350,P18206,Vinculin [OS=Homo sapiens],PtdChos,10,Welch Two Sample t-test,two.sided,0.004412009,-1.554537351
5351,P18206,Vinculin [OS=Homo sapiens],PtdChos,1000,Welch Two Sample t-test,two.sided,3.25E-06,1.805444824
5352,P18206,Vinculin [OS=Homo sapiens],Diglycerol,10,Welch Two Sample t-test,two.sided,0.026537305,0.285387053
5353,P18206,Vinculin [OS=Homo sapiens],Diglycerol,100,Welch Two Sample t-test,two.sided,0.01181625,-0.634491492
5354,P18206,Vinculin [OS=Homo sapiens],Diglycerol,1000,Welch Two Sample t-test,two.sided,0.004036069,-1.087213378
5355,P18206,Vinculin [OS=Homo sapiens],Glucose,10,Welch Two Sample t-test,two.sided,0.163850869,-0.140460716
5356,P18206,Vinculin [OS=Homo sapiens],Glucose,100,Welch Two Sample t-test,two.sided,0.020686215,-0.49041499
5357,P18206,Vinculin [OS=Homo sapiens],Glucose,1000,Welch Two Sample t-test,two.sided,0.115581789,-0.180270134
5358,P18206,Vinculin [OS=Homo sapiens],IMP,10,Welch Two Sample t-test,two.sided,0.001735355,-1.727326661
5359,P18206,Vinculin [OS=Homo sapiens],IMP,100,Welch Two Sample t-test,two.sided,0.025538452,-0.356572237
5360,P18206,Vinculin [OS=Homo sapiens],IMP,1000,Welch Two Sample t-test,two.sided,0.003254288,-1.358597277
5361,P18206,Vinculin [OS=Homo sapiens],PtdIns,10,Welch Two Sample t-test,two.sided,0.00266805,-2.397679135
5362,P18206,Vinculin [OS=Homo sapiens],PtdIns,100,Welch Two Sample t-test,two.sided,0.001110113,-2.540672204
5363,P18206,Vinculin [OS=Homo sapiens],PtdIns,1000,Welch Two Sample t-test,two.sided,0.000407435,-1.564866125
5364,P18206,Vinculin [OS=Homo sapiens],Sauce 1,10,Welch Two Sample t-test,two.sided,0.001242442,-1.755431141
5365,P18206,Vinculin [OS=Homo sapiens],Sauce 1,100,Welch Two Sample t-test,two.sided,0.003972856,-1.330645438
5366,P18206,Vinculin [OS=Homo sapiens],Sauce 1,1000,Welch Two Sample t-test,two.sided,0.007936434,0.559025071
5367,P18206,Vinculin [OS=Homo sapiens],Sauce 2,10,Welch Two Sample t-test,two.sided,0.003357874,-2.087213863
5368,P18206,Vinculin [OS=Homo sapiens],Sauce 2,100,Welch Two Sample t-test,two.sided,0.004038858,-1.476058224
5369,P18206,Vinculin [OS=Homo sapiens],Sauce 2,1000,Welch Two Sample t-test,two.sided,0.015141998,0.396261319
